text,source
你是否也曾面对着门<br/>想和陌生人谈一谈<br/>可当你开始倾吐的时候<br/>你才发现已经走了好远<br/>就这样我唱了一首歌<br/>唱出心里的感受<br/>你听见的可能是旧故事<br/>也可能是新的希望<br/>你是否也曾望着旧照片<br/>想起那些失去了联络的朋友<br/>可当你正要放弃的时候<br/>你又开始对它有所希望<br/>就这样我唱了一首歌<br/>希望能感动你<br/>不要只是等待它的淡去<br/>让你沉浸在自己的思绪,p90
是错的，我们都知道<br/>不能给爱情，找到一个方向<br/>太阳，可那冷了下去，又躲藏起来了<br/>尽管我们燃烧的爱，隐藏太久了<br/>在冰冷的夜晚里，我们曾经伤痛过<br/>走在喧哗的大街<br/>来来往往的人<br/>谁会在意<br/>深情的眼光<br/>再多的寂寞<br/>也不能给我们的爱<br/>找到一个天堂<br/>是错的，我们都知道<br/>不能给爱情，找到一个方向<br/>太阳，可那,p90
自美国的小镇 从遥远的地方<br/>驶来了一列火车<br/>驶过美国的小镇<br/>穿过大森林<br/>穿过山隘<br/>驶向遥远的加拿大<br/>加拿大，不列颠哥伦比亚<br/>我的爱人<br/><br/>加拿大，你多么高远<br/>巍峨的山峰<br/>小溪潺潺流淌<br/>不断流进我的心上<br/>奔向了瀑布<br/>奔向了湖泊<br/>奔向了海洋<br/>好美的景色<br/>加拿大，你的土地<br/>多么宽广<br/>广袤,p90
“有个小镇在西班牙<br/>不知道什么时候来，<br/>要开摇滚大会，<br/>听说那里美女如云，<br/>还剩下五张票，<br/>有谁想去请报名<br/>如果你现在还单身<br/>就让我们一起去。<br/>你梦想在乐队成名<br/>站在摇滚舞台<br/>告别迷惘的日子<br/>抛开所有的苦闷<br/>你知道不能后退<br/>你不能放弃你的热血<br/>摇滚在你的心<br/>有美丽热情的西班牙<br/>梦想就在那里<br/>有美丽热情的西班牙<br/>青春不会停留。”,p90
终究是冷冷清清 奔向孤单地路途<br/>能冲破阻拦的力量 是信心能将心声继续高歌<br/>寂寞的途人夜静的楼影<br/>默默地望街中的霓虹<br/>全不知倦眼内只有朦胧<br/>风渐冷酒渐暖<br/><br/>孤单中隐隐地盼望<br/>真爱会在心中<br/>一生只得一次不应再错过<br/>让两心扣紧不分再让那夜雨,p90
〈永远的微笑〉<br/>词作者：方群<br/><br/>白色玫瑰般的女孩/我们的小宝贝/你像天使一样/纯洁得没有一点瑕疵/<br/>两岁半时有了宝宝/她会叫你永远的情哥哥/<br/>不要说不要说你心里很难受/<br/>这一切都有我们做父母的分担/<br/>还有爷爷奶奶、外公外婆/爸爸妈妈的心全部都给你/<br/>永远的微笑永远的微笑/给我们的宝宝/<br/>天冷了给你穿上,p90
"I always loved the guy's in black<br/>(我一直喜欢那些穿着黑色的人)<br/>We used to wear black because we thought it was cool<br/>(我们过去常穿黑色因为觉得很酷)<br/>But we're older now and there's other things that we wanna wear<br/>(现在我们大了想穿别的东西)<br/>So if you really love us then wear black today<br/>(所以如果你爱我们那就今天穿黑色)<br/>Boys in black, we love you for the passion that you show<br/>(男孩们，我们爱你们",p90
"Ho, Sha, Ah Oh Na, Yah<br/>Ha<br/>Eh, Eh, Yo, Yo<br/>You don’t know me, but I know you, though.<br/>I’ve seen you around, and you look so good, girl.<br/>If I could<br/>I would<br/>Wrap you in my arms and never let you go.<br/>Ha, Ha, Ha, Ha, Ha, Ha, Ha, Ha<br/>Na, Na, Na, Na, Na, Na, Na, Na<br/>Na, Na,",p90
走散的时光都遗忘了，就像忘掉我模样<br/>旧的电影院还有你的笑容，散落一地悲伤<br/>恋恋红尘，缠绵绯恻<br/>你的相片，来不及保存，斑驳在墙壁上<br/>倾诉着昔日的旧梦<br/>还有泛黄的留言册，为你写下每一段心情<br/>漫天的黄叶被风吹散，一转眼都飘远<br/>季节无声无息流转，街道被夜色,p90
我读著那来自遥远星尘的信，<br/>从一开始你就存在，<br/>比光速还快，<br/>在这无限的宇宙中，<br/>在这永恒的时间里，<br/>你是我存在的原因，<br/>每次我闭上眼睛，<br/>内心深处有个东西<br/>就在不停呼唤著我。<br/>别把我送走，<br/>我知道我不能完全了解，<br/>你为什麽来到这里，<br/>但是相信我，<br/>我知道我的心。<br/>喔喔喔...<br/>。<br/>我背负著命运，<br/>我想如果我不走这一遭，<br/>谁能知道我会不会,p90
"我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>谢谢, 我也喜欢这首歌。<br/>歌词：<br/>我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>我带我来做我吧 让我来<br/>哇",p90
Music Video<br/>你当我是谁<br/><br/>主唱：<br/><br/>周杰伦<br/><br/>作曲：<br/><br/>周杰伦<br/><br/>作词：<br/><br/>方文山<br/><br/>等你等了那么久，<br/>为什么你现在才回过头。<br/>说你想我，<br/>我也不会<br/>那么难过。<br/>也许应该恨你，<br/>恨你为何不等我。<br/>也许应该怨你，<br/>怨你为何要骗我。<br/>在我的心中，<br/>再也没有<br/>美丽的藉口。<br/>你当我是谁<br/><br/>如此沉默。<br/>你当我是谁<br/><br/>却又,p90
随着太阳落到天空<br/>现在可以走开<br/>好让那里热闹<br/>我不知道是笑或哭<br/>在人群中<br/>在隧道<br/>我想走<br/>我不睡在晚上<br/>他们把我的未来 关闭前<br/>在我离开之前 我很孤单<br/>让世界<br/>赶快停止<br/>喜欢喝醉了<br/>这是非常糟糕<br/>说这是我的地方<br/>反正这是我的地方<br/>我不介意<br/>我被打破<br/>废话<br/>哦 拜托<br/>谁能停止哭泣<br/>在人群中<br/>在隧道<br/>我想走<br/>我不,p90
"人生最大的痛苦<br/><br/>（完美人生）<br/>《我的名字是乔纳斯》片尾曲<br/>演唱者：汤姆 · 威茨<br/>（美剧《欢乐合唱团》主题曲歌手）<br/><br/>我会掉眼泪, 为了所有让我悲伤的<br/>(因为所有让你悲伤的)<br/>当你对我说, 你会拯救我, 带我回家<br/>(你拯救了我, 带我回家)<br/>如果你能救赎, 你拯救了, 你拯救了,<br/>(如果你能救赎, 你拯救了, 你拯救了)<br/>我会",p90
十八的姑娘一朵花，<br/>经过爱情她才长大，<br/>昨夜她离开了家，<br/>临走的时候她的话儿少，<br/><br/>昨天晚上你问我可曾知道，<br/>她为你受尽委屈<br/>在受了挫折的时候才想起她，<br/>想起她的好，<br/>十八的姑娘一朵花，<br/>经过爱情她才长大，<br/>昨夜她离开了家，<br/>临走的时候她的话儿少。<br/><br/>十八的姑娘情义真，<br/>她付出的爱情是那样纯真，<br/>她,p90
晴朗的一天，充满阳光<br/>我们欢声笑语<br/>在那美丽的果园里<br/>我们在那嬉戏玩耍<br/>并在那里共渡一天<br/>谁也想不到，危险来到<br/>突然地炸弹向我们<br/>在不停的轰鸣<br/>就在那一刻，一切都结束了<br/>可怕的是我们无处可逃<br/>饥饿、炎热、饥渴<br/>但我们勇敢不屈<br/>到处都是敌军<br/>子弹向我们飞来<br/>他们想结束我们的生命<br/>但我们已经没有机会<br/>再也,p90
《I'm Yours》<br/>你的眼睛眼是那么那么的明亮<br/>就像水一般纯洁闪耀<br/>你的眼睛看过去很平静<br/>然而在我心里却荡起层层涟漪<br/>你的嘴角嘴角总是带著微笑<br/>有的时候你甚至很淘气<br/>你的嘴角<br/>带著微笑<br/>我无法不去想像你的味道<br/>就好像是你的眼睛迷惑了我<br/>你的微笑也让我晕眩<br/>我是真的真的喜欢你<br/>我的心都快要跳出来<br/>,p90
这是我所梦想的世界<br/>儿童接受教育<br/>妇人安居在家<br/>男女都获得职业<br/>老人儿孙绕膝<br/>没有贪婪，没有憎恨<br/>没有恐惧，没有悲伤<br/>哪里也没有贫穷，饥饿或萧条<br/>看看人们<br/>脸上多宁静、平和<br/>幸福洋溢在心中<br/>不似我们世界，有人活着<br/>有人却饥寒交迫<br/>我们生活在梦幻般世界<br/>人人温饱，不必争夺<br/>战争消失，贫困、疾病远离<br/>,p90
将外出的主妇抛开<br/>飞奔的通勤者<br/>还有白天的勤劳工作者<br/>因期待而激动<br/>伊努玛图等待着 你何时归来<br/>谁家没有母亲在等着<br/>两分钟也好 只要能望见你<br/>伊努玛图等待着 你何时归来<br/>-太谢谢了。<br/>-太棒了。<br/>你很了不起。<br/>她直接唱到了这首歌，而且还能用中文写出来。<br/>这太疯狂了。<br/>-太棒了。<br/>太有才了。<br/>-太,p90
【邝美云】点解早到【吴奇隆】点解这么早来到<br/>【邝美云】清早来到只须要合上眼<br/><br/>【吴奇隆】不须要用这一双手发力来抱我<br/>【邝美云】却怕污糟这个纯白床单<br/><br/>【吴奇隆】早知道你爱这感觉<br/>【邝美云】可以一试早来这室内看艳阳<br/>【吴,p90
"With every step I take.<br/>你知道么<br/>Every breath I take.<br/>Every move I make.<br/>曾经被我深爱的人离弃，<br/>Back at you.<br/>我懂了，<br/>And I must say this pains me so,<br/>哪怕生活仍在继续，<br/>Coming from a place of truth,<br/>我不知道我到底做了什么，<br/>And I'm just tryin' to get over you.<br/>从前我是那样的爱你，<br/>But I don't wanna go over you.<br/>可是我想忘却，<br/>I wanna move on, get on with",p90
终於辗转反侧，决定放弃<br/><br/>梦的温度已经不再<br/><br/>烛台上有半块橡皮<br/><br/>只能擦去另一半回忆<br/><br/>快乐，需要另外一半<br/><br/>这道理原来一直都存在<br/><br/>一尘不染的镜子里<br/><br/>有一半镜子破碎了<br/><br/>只剩下另一半<br/><br/>早已流下的眼泪<br/><br/>连同另一半拼凑了结局<br/><br/>快乐，需要另外一半<br/><br/>当你在我的记忆中慢慢褪色<br/><br/>我们成了另一半陌生人<br/><br/>明天起一个人旅行,p90
从未试过迷路 跟我道别说拜拜<br/>最初始终最好 这热度你察觉吗<br/>独自夜归 沿路兜圈兜到没法见光<br/>情在偷笑我 如迷途的细路 踩错了站<br/>像最初 被谁抱紧 小心翼翼<br/>向上帝祷告<br/>希望上帝别让我忘记<br/>你 一双温暖手<br/>别让我紧记 只因我太好<br/>大概上帝也发笑我 想得太少<br/>一起,p90
剪一段时光 握在手中<br/>看年华若隐若现<br/>让雨下的再漂亮点 冲走岁月的痕迹<br/>你在身后 笑容可掬<br/>心事像一颗尘埃<br/>我沉默不语 眼泪却先流<br/>故事的情节像落叶在风中坠毁<br/>回不去的小时候<br/>妈妈说下雨天就要撑起那把雨伞<br/>我们说好谁都不能忘<br/>永远不说再见<br/>永远不说再见,p90
你我几时能看透<br/>迷惘里沉浮<br/>若你解开心中锁<br/>原来我心里寂寞<br/>呼喊我<br/>无助<br/>只想你梦里靠近我<br/>轻轻的呼唤我<br/>就算你多看不起我<br/>接受吧<br/>要抓紧<br/>分分钟都要将你占领<br/>梦里我信有这么一次<br/>可跟你挽手飞<br/>纵知道不可一起<br/>也极之璀璨<br/>回味那不可触摸的,p90
"Happiness is what you're after,<br/>Why then you're so sad?<br/>Happiness is all around,<br/>Why then you're on your own?<br/>Happiness is what I know.<br/>I love you not because of who you are<br/>I love you because of who I am when I am with you.<br/>I love you not because of what you have<br/>I love you because of what I have when I am with you.<br/>你渴望快乐 但为何忧伤？<br/>因为快乐就在你身边<br/>为何",p90
你让我忘了怎么去哭<br/>你让我忘了怎样去诉说<br/>你让我忘了你怎么去珍惜<br/>离别的风一吹过无忧的春<br/>遥望苍天忘不了你<br/>永恒的那笑容<br/>属于你我曾经的故事<br/>永恒的那笑容<br/>一直为我绽放<br/>你让我忘了怎么去哭<br/>你让我忘了怎样去诉说<br/>你让我忘了你怎么去珍惜<br/>离别的风一吹过无忧的春<br/>遥望苍天忘不了你,p90
On A Sunny Day<br/>我忧郁的笑容，因有你而改变。<br/>我多变的个性，因有你而变乖。<br/>突然问感觉有了回应，幸福像阳光般温暖。<br/>你独特的气质，让我眷恋。<br/>我感谢生活让我有你相伴，分享所有喜悦和悲伤。<br/><br/>Won't you stay<br/>It seems so wrong<br/>我却不能像你一样，把心放开。<br/>You know I'm fine<br/>If you want to know<br/>My only fear,p90
我想和你一起跳舞 借我<br/>为我花样年华一刹那<br/>让我成为你的影子<br/>我想和你一起跳舞 为你<br/>唯有你才是我梦中<br/>虚幻的人儿<br/>一望无际的沙漠 暴风在咆哮<br/>野火在黑夜里燃烧<br/>为我的爱在寻寻觅觅<br/>执迷不悟的向前走<br/>你的爱在我脑海挥之不去<br/>啦啦啦啦啦<br/>啦啦啦啦啦,p90
听见<br/>夏天接近的声音<br/>我感觉到<br/>你靠得很近<br/>我想没有太多时间<br/>可以浪费<br/>我感觉到<br/>你充满神秘<br/>你的爱像阳光一样强烈<br/>你的手像温柔的宇宙<br/>我不想孤单的飞翔<br/>你的爱让我<br/>勇敢的梦想<br/>我思念的夏天就要来了<br/>在盛开的玫瑰花田里<br/>为你弹奏我爱的乐章<br/>我要看见你张开你臂弯<br/>为我挡风遮雨<br/>那个夏天<br/>我,p90
你是不是一直那样爱着自己<br/>视如珍宝<br/>我们的心是上锁的房间<br/>没有别人能够介入<br/>我们曾是那样认真的爱着彼此<br/>沉默是激情的主角<br/>我们的心里<br/>就像有许多片断的胶卷<br/>让人看过后会铭记于心<br/>当你不在这里的时候<br/>我的心快不能承受<br/>我知道你爱我<br/>但我却不知道该怎样去爱自己<br/>想你的心寂寞寂寞就好<br/>想你的心失落失落就好<br/>你总是能轻易地就占据,p90
"我坐在这里并思考：<br/>我们深情相拥。<br/>（我坐在这里 思绪万千。<br/>）<br/>哦，我要告诉你，我的爱人。<br/>（宝贝,我要告诉你）<br/>直到爱的东西。<br/>（我爱的事情，直到永远）<br/>我爱你，我也。<br/>（我爱你，我也）<br/>我相信没有什么比生活。<br/>（相信没有什么比生活更好）<br/>我坐在这里并思考：<br/>我们深情相拥。<br/>（我坐在这里 思绪万千。<br/>）<br/>",p90
"世上有许许多多的锁<br/>打开一把，就有一把<br/>我说：“当那春风吹过玉门关”<br/>我的思念在那草原上升<br/>我的思念在那草原上升<br/><br/>由于信息化的发展，年轻人都会上网了，因此网恋也变得普遍，下面是一首歌的歌词，供大家参考：<br/>真真假假是网恋<br/>网恋因不知对方底细,具有神秘感,部分或全部是虚假的,所以很吸引人，但总",p90
I‘m tryna get to ya 我朝思暮想着你<br/>Baby can I call ya 宝贝我能打给你吗<br/>You got a celly with no PIN number 你有个没有串号的手机<br/>Even if I call 9 1 1 即使我打报警<br/>Guess who's coming to get ya 想必警察也会去接你<br/>Then I'm coming to get ya 之后我来接你<br/>If you have to get lifted 如果你要被绑架<br/>You're going to need some transportation 你最好找,p90
*你让我疯狂*<br/>*却让我无处可躲*<br/>*我感到现在或以后*<br/>*你仍会让我心跳*<br/>*有件事我*<br/>*必须要说明*<br/>*否则这故事无法继续*<br/>*你对我说*<br/>*你只想得到我的关心*<br/>*我想问*<br/>*为什么*<br/>*你想得到我的关心*<br/>*我想问*<br/>*为什么*<br/>*我想问*<br/>*为什么*<br/>*你却,p90
该多好我们有梦可以做 该多好我们有汗水可以流淌<br/>该多好我们可以把一切都想象<br/>该多好我们不必循规蹈矩的压抑<br/>该多好我们可以大声的歌唱<br/>该多好我们拥有一颗永远年轻的心<br/>该多好我们学会勇敢的说出<br/>该多好我们拥有别人无法比拟的力量<br/>我们并肩走在生活的路上<br/>世界会变得更美好<br/><br/>the end.,p90
当你要走的时候不必为我悲伤<br/>我一直都知道<br/>你从来就没有爱过我就象我爱你一样<br/>多年以后当你再想起我你会明白<br/>人们会忘记<br/>人们会受伤<br/>人们会痛哭失声<br/>有时候你只需要抱紧我<br/>在这人来人往的寂寞城市里<br/>我越来越像你<br/>你越来越像我<br/>想打开爱人的心，获得爱人的原谅，最好的方法就是证明她的爱。打赢一场感情上的战役，赢下未来的幸福生活，,p90
一光年<br/>那一季的下弦月照亮离别的晨昏<br/>你突然转身 消失在人潮<br/>我逆着风 在时空里<br/>连一点线索也找不到<br/>彷佛所有回忆都只是依稀模糊的片段<br/>只看见<br/>那一天的黄昏<br/>你站在街角<br/>远远地，从我眼中一闪而过<br/>循着流浪的风 去到未知的天际<br/>突然想再唱一遍那首为你写下的歌<br/>忽然间,p90
Wherever you will go<br/>Wherever you will go<br/>我想要和你到天涯海角<br/><br/>无论你去哪里<br/>无论你去哪里<br/>只要你开口<br/><br/>Whenever you need me<br/>Whenever you need me<br/>只要你一个眼神<br/>只要你的一个眼神<br/>我都随你<br/><br/>It's not a secret<br/>It's not a secret<br/>所有的语言<br/>所有的表达<br/><br/>You know I love you<br/>你明白我多么爱着你<br/>I just want you to know<br/>我只想让你知道<br/>我会永远为你守候,p90
"从第一天开始，我就一直在等待这个星期天，猜猜会怎么样？<br/>当我和我的朋友们一起庆祝这难忘的一天<br/>我们在Harem?<br/>酒吧和旅店中享受每一个分钟，我依然被称作""女士""<br/>天气太热了，我想变得苍白一点<br/>请帮帮我，老板，我快疯了。<br/>噢，耶！<br/>噢，耶！<br/>从星期六的上午开始，我就一直在计划这次庆祝<br/>我们将会在那里遇见？<br/>你想要现在遇见",p90
心跳的声音响在耳边<br/>仿佛一个遥远的呼唤<br/>穿越所有现实的无奈<br/>用我最温柔的力量<br/>不管雨要多大<br/>不管风要狂<br/>只等你来探听<br/>我隐秘的心跳声<br/>不再觉得任何的孤单<br/>我要让你听懂我的心<br/>我要让你听懂我的心<br/>这心跳的声音<br/>给你倾诉的秘密<br/>不再彷徨也不再犹豫<br/>在你耳边倾诉<br/>给你倾诉的秘密<br/>用我青春的美丽,p90
"为了鼓励世人参与这部电影的录影,许多著名艺人都以他们的歌曲来协助,包括Stereophonics、James Blunt、NSync、Kelly Clarkson、James Morrison、Robbie Williams、Elvis Costello、Kylie Minogue、Dido和Frou Frou。此外，也由Beth Gibbons和Bono合唱了一首”While My Guitar Gently Weeps”。著名的演员亦帮忙录影,包括莱丝莉・艾儿金(",p90
﻿<br/>在这个即将来临的夜晚， 时间令人不安。<br/>一个关于等待着观看时间的家伙的故事。<br/>/最后的航班已经飞走， 他独自留下。<br/>我想走开， 但脚让我留。<br/>我好想好想听听你的声音。<br/>听起来你好像有什么烦心事。<br/>这里的天气，像往常一样。<br/>我不知道我在这里还能呆多久。<br/>/所以我决定今晚在这里过夜。<br/>让另一个夜晚被吃掉。<br/>时间过得像野兽一样快。<br/>我不知道为什么我还在这里。<br/>,p90
"是的,那是真货。<br/><br/>没错,我是你的傻瓜。<br/>这是我们的合奏。<br/>这是我们的歌。<br/>这是我们的一切。<br/>当然我爱你。<br/>当然你爱我。<br/>这是我们相互拥吻。<br/><br/>睡觉的地方。<br/><br/>在你去之前。<br/>嗨,嗨,嗨。<br/><br/>你是我的明星。<br/>我要像青蛙一样跳舞。<br/>直到我晚上回家。<br/>去爱,去爱,去爱,直到最后。<br/>在你去之前。<br/>那该死的海狸。<br/>我敢肯定他的好几天。<br/>“当我",p90
月色柔柔像为你 安排了浪漫<br/>风儿散落着梦的芳香 温暖静静流淌<br/>回味幸福的味道<br/>我想问月亮代表我的心 给你<br/>花香满溢在空中 风儿轻拂着相拥<br/>幸福甜甜融化在眼中 无言体会浪漫<br/>徘徊的夜那么长 一颗心装不下<br/>你给我的这份思念<br/>多少次相约梦中 却再也看不到你熟悉的眼眸<br/>多少次,p90
It was the night before Christmas<br/><br/>我迫不及待想在这新年的夜晚走进'礼物雨'<br/>And all through the house<br/><br/>家里的每一个人都在等着拆开礼物<br/>Not a creature was stirring<br/><br/>死寂一片的夜晚<br/>Not even a mouse<br/><br/>老鼠也不会出来捣乱<br/><br/>The stockings were hung by the chimney with care<br/><br/>长筒袜挂在了壁炉上<br/><br/>In hopes that St. Nicholas soon would be there<br/><br/>圣尼古拉斯很快就会来,p90
没有人是只靠自己成功的<br/>有人说世上充满了孤单的灵魂<br/>但我不这么认为<br/>在我们的一生中总有某个时刻<br/>和某个人彼此需要，相互支撑<br/>我们同甘共苦携手并进<br/>这才是生命的真谛<br/>不管是否信仰相同，言语是否相通<br/>只要守望相助，就能彼此相安<br/>历经艰险 意志依旧<br/>我们有勇气<br/>我们可以迎难而上<br/>共同进退 不负此生<br/>这就是生命的,p90
"第一遍<br/>让回忆飘远,<br/>太阳依然灿烂。<br/>任思念随着微风，<br/>飘散在云天之外。<br/>山盟海誓不变,<br/>誓言还在耳边。<br/>你我早已分散两地，<br/>共度的缠绵。<br/>我们能不能，能不能再相见，<br/>能不能再相见。<br/>我们能不能，能不能再相恋，<br/>能不能再相恋。<br/>让离别在眼前，<br/>泪水悄然滑落。<br/>让过往的一切，<br/>随着泪水流淌。<br/>繁华落尽",p90
"You don't have to be rich to be my girl<br/>你不会必须要富有才能成为我的女孩<br/>You don't have to be cool To rule my world<br/>你不会必须要酷才可以统治我的世界<br/>A smile is like a coin, that s always worth its weight<br/>微笑就像硬币，总是很值钱的<br/>So don't worry if you're not a size zero<br/>所以不用担心，即使你不是零号身材<br/>Baby, come with me.<br/>baby，跟紧我<br/>Don't worry, be happy<br/>别担心",p95
"Take my tears, they have become frozen. 风干我的泪痕，冻住了心。<br/>Take my lips to thaw them out.<br/><br/>我心被冻结，因你的离去。<br/>Take my tears, turn them to wine. 让我泪水化作美酒，重温我生命中的醇甜。<br/>Take my love, it's yours. 请带走我的爱，因为它是你的。<br/>Take the night to sleep. 我的夜晚沉醉在你的梦里。<br/>Take the sun as my guide. 太阳",p95
From：A walk in the nude<br/>I'm walking in the nude<br/>A sinner saved by grace<br/>I'm walking in the nude<br/>A path that is out of the clouds<br/>I'm walking in the nude<br/>A morning in my bed<br/>I said a wake me never in this bed<br/>A weightless worship pool<br/>I've got reason to never sink<br/>I'm walking in the nude<br/>With every side<br/>A walk in the nude<br/>With every side<br/>I'm walking in,p95
我们一<br/>我们一<br/>还没有舞会我们就认识了一<br/>不会相爱太早，<br/><br/>我们都来玩<br/>每个人都还在就觉得我和你<br/>非同寻常的搭<br/>但也不可能是朋友<br/>我们一<br/>没有情歌我们心却要一起来<br/>跳动我们才快乐<br/><br/>beautiful life<br/>oh beautiful life<br/>beautiful life<br/>oh beautiful life<br/>你总是不为过<br/>我自己也陶醉在<br/><br/>美好的旋律里<br/><br/>你明不明白<br/>我想我们都爱了<br/><br/>,p95
让我送你<br/>往遥远天边<br/>那星星闪闪<br/>的孤单城堡<br/>又再远远地<br/>凝望我这方向<br/>忘了分开那一天<br/>只想和你重演<br/>彷佛那天<br/>侧着脸<br/>迎着风<br/>仿佛听<br/>你再说<br/>你爱我<br/>从过去到以后<br/>还是没改变<br/>就是不变的<br/>像那海龟<br/>潮来又潮往<br/>幸福要慢慢<br/>酝酿<br/><br/>穿过时光的声音，心跳的频率，<br/>永恒,p95
家乡的朋友您还好吗 是否已忘记身在他乡<br/>不要相亲相爱想我 也不必寂寞和惆怅<br/>不管日子怎么忙 不要失去笑容<br/>快乐永远伴在你左右<br/>家乡的朋友您还好吗 是否已改变儿时的模样<br/>不要离家太久在外 不要让我牵挂和惦念<br/>你们就要有个家 不要忘记爹和娘<br/>长夜饮泣寒风中<br/>家乡的朋友您还好吗 是否已改变儿,p95
你要你的妈妈吗？<br/>不，请不要。<br/>我的妈妈她很好。<br/>她一定是在现场。<br/>看，当爸爸走了，<br/>你可以保证<br/>因为一个巫婆刀在她的鬼魂。<br/>你也一样，女巫。<br/>不可能的。<br/>我有我的卢克·天行者，好吗？<br/>现在我会很快乐的。<br/>到了深夜，<br/>有了他们的蛇，<br/>他们的蝙蝠和他们的眼珠子。<br/>和一个泥炭火坑。<br/>泥炭火坑。<br/>夫人，不是这样的。<br/>什么？<br/>我说泥炭火坑,p95
怀念是一种病<br/>刘蓝溪，蔡蓝钦<br/>演唱<br/>偶而我会想起他<br/>想起我十七岁不快乐的夏天<br/>我穿过蓝色木槿花篱的<br/>高中校园<br/>会想起<br/>军训完的那个晚上<br/>一堆人往海边狂奔<br/>等待烟火升空<br/>会想起<br/>你忽然拉起我<br/>滑过木兰花床单<br/>会想起<br/>你被寝室同学追打<br/>我帮你跑进男厕,p95
'This is for the grass<br/>我们都要向草致敬<br/>That roots you when you're ground down 让我们定名为那株草吧<br/>Like the ocean it washes you 就像冲浪者在海里<br/>Rising from the thunder's mouth 一直冲向电闪雷鸣<br/>It may break you down and batter you 也许它击碎了你<br/>But it holds you fast forever yet 却将你环抱到永久<br/>And the loves of this earth 他心爱的一切<br/>,p95
"我在天上<br/>你在地上<br/><br/>我要寻找<br/>你的每一寸肌肤<br/>i am in heaven, you are on the earth<br/><br/>i'll find out every part of your body.<br/><br/>你好象在天堂<br/>而我在地上<br/>you are in heaven, i am on the earth<br/><br/>i want to be with you...<br/><br/>我喜欢你的全部<br/>我好象在天堂<br/>而你在地下<br/>I like you totally<br/><br/>i am in heaven, you are on the earth<br/><br/>I will put my arms around you...<br/><br/>我好",p95
东京一○一<br/>那天夜里，<br/>我打开窗，<br/>风　吹过那条街，<br/>想起你曾对我说，<br/>要离开我，<br/>才突然发现自己太冲动，<br/>而我　并不是他。<br/>第一次爱的人　他的坏　他的好，<br/>却像空气　挥不去　很自然，<br/>已经变成　一种戒不掉习惯，<br/>在冬夜里　军刀放在枕头旁，<br/>在梦里　哭过好几回。<br/>第一次吻的人　他的坏　他的,p95
轻轻走在海边的路上<br/>风儿吹过我的脸庞<br/>我也曾经<br/>深深爱过一场<br/>可是现在我的内心没有了方向<br/>前方不远处就是她的住处<br/>我要到那去给她说一声<br/>我爱你<br/>我爱你<br/>我爱你<br/>全部心都属于你<br/>你是我生命的希望<br/>今生今世我只想爱着你<br/>亲爱的只想告诉你<br/>我爱你<br/>我爱你<br/>我爱你<br/>我爱你<br/>我爱你<br/>我爱你<br/>轻轻走在海边的路上<br/>风儿吹过我的脸庞<br/>,p95
"There's a place far away from here<br/>那里的景色很美<br/>Where you don't have to be afraid<br/>她不愿再回来<br/>But the monsters go, They don't wanna play<br/>妹妹跳舞吗<br/>I'm just a man on a mission here<br/>我还有其它的事要做<br/>Which is to say you were not invited<br/>不知地平线上<br/>No, it is not an invitation<br/>布着一种神秘色彩的云彩<br/>It's better on my own<br/>我宁愿一个人<br/>Somewhere I",p95
Three Coins in the Fountain（泉水的传唱）<br/>1855年，当时这首歌还没有名字。据说是潦倒的创作歌手谭马克·詹金森（Tennessee Jenckins）在朋友家闲聊时信口吟出。最早，从1920年开始这首歌的歌词就略有不同，1939年，新墨西哥的原子弹试爆时，当地的观众听到的版本是这样子的：“三个银币落入喷泉，谁能再给我三个呢？我会再抛三次,p95
"Tom:<br/><br/>如果你曾经爱过我，那为什么你离开我？<br/>你知不知道我多爱你？<br/>Did you ever love me?<br/>When did you let me go?<br/>Why did you leave me there?<br/>When did you let me know?<br/>Know?<br/><br/>Joan：<br/><br/>如果你曾经爱过我，那为什么不停留片刻<br/>让我们相爱<br/>噢，为什么你离开我而去？<br/>Did you ever love me?<br/>Why did you leave me there?<br/>But if you love me like I love you,<br/>",p95
（中文）<br/>你在哪里<br/>走开<br/>你求我让你离开<br/>因为你不想当垃圾<br/>要我回去以前的世界<br/>对于你来说是个好主意<br/>我迷失了<br/>就这样<br/>这不是我要的生活<br/>以前被围绕，如今一个人生活<br/>我曾经在高处<br/>如今我明白了<br/>我并没有那种天赋<br/>今天又失败了<br/>主啊，又一次失败了<br/>哦，又失败了<br/>谁也不能阻止我<br/>我的路要怎么走<br/>如果我拼命努力，那是为了,p95
"Where have you gone my love? 我的爱你在哪里？<br/>Where have you gone my dream? 我的梦想你在哪里？<br/>I looked for you in every corner of my room 我在房间里的每个角落寻找你<br/>From morning to noon 我从早上到中午<br/>From noon to midnight 从中午到深夜<br/>Now I'm tired, and I don't know where you are 现在，我疲倦了，我不知道你在哪里<br/>Where have you gone my love? 我的爱你在哪里？<br/>Where have",p95
